distance,cab_type,time_stamp,destination,source,price,surge_multiplier,id,product_id,name
3.07,Uber,1.54479E+12,North Station,Fenway,33,1,1053b134-f838-493d-8928-613a75c1f63c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.07,Uber,1.54329E+12,North Station,Fenway,24,1,107ef8e8-f483-4cf4-b17c-cae6feeeafb7,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.07,Uber,1.54441E+12,North Station,Fenway,8,1,17e90e70-2000-4544-861e-a231c4b21285,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.07,Uber,1.54333E+12,North Station,Fenway,18,1,1d5c460b-e00c-4008-a735-96d9c1620b45,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.07,Uber,1.54508E+12,North Station,Fenway,NA,1,5c95d2a5-060e-48ac-978c-34599c5f720a,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.07,Uber,1.54382E+12,North Station,Fenway,11,1,ad4872c2-1121-4787-a636-d3472df7c7da,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.16,Uber,1.54477E+12,West End,North End,27,1,2d7d2d8c-10e1-49f8-b612-84bdc6f6bb4e,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.16,Uber,1.5433E+12,West End,North End,7,1,3c40f641-d614-4681-bec5-be88d60fb402,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.16,Uber,1.54375E+12,West End,North End,16,1,469b4433-0849-4b5c-ac27-8c5d2ea06a22,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.16,Uber,1.54496E+12,West End,North End,NA,1,7d0bd767-b5c5-4731-af73-b7db8e4be25a,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.16,Uber,1.54333E+12,West End,North End,8.5,1,da6eff37-75c2-4619-8b1e-652c23cee18c,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.16,Uber,1.54353E+12,West End,North End,8.5,1,eeab6117-d7c3-42dd-bb47-c90193a18505,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.16,Uber,1.54334E+12,West End,North End,12.5,1,f82d79e7-5612-4445-a084-fd9541e130ff,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.14,Uber,1.54326E+12,South Station,West End,16,1,3f162dc2-fdb8-4f00-bfc4-fcd04b11b716,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.14,Uber,1.54346E+12,South Station,West End,8.5,1,ac981425-c3c0-4e89-8988-55916ccaf2ac,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.14,Uber,1.54494E+12,South Station,West End,NA,1,b530ac11-0447-42a0-bf35-48528ff53aba,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.14,Uber,1.5451E+12,South Station,West End,21.5,1,bbe323a9-6bda-416e-9aea-7f1c40c9ff92,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.14,Uber,1.54495E+12,South Station,West End,29,1,c8764feb-c262-4d06-92da-13ec1d19ff77,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.14,Uber,1.54474E+12,South Station,West End,8.5,1,d1b6a3e9-e529-40cc-93d5-6b22db46378c,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.14,Uber,1.54482E+12,South Station,West End,8,1,ea4b350d-e8fa-477c-b222-794611963b2a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
0.91,Uber,1.54387E+12,Beacon Hill,Haymarket Square,26,1,08052963-c909-4cd2-8a76-ce2c8d355637,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
0.91,Uber,1.54375E+12,Beacon Hill,Haymarket Square,7,1,34ad8940-59e0-440f-ae99-bfa03f6878c8,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
0.91,Uber,1.54387E+12,Beacon Hill,Haymarket Square,7,1,4279ecaf-62fc-4846-8f69-a49b2734da66,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.91,Uber,1.54349E+12,Beacon Hill,Haymarket Square,16,1,6361e0d3-6841-4338-b459-4e2c40e21c93,6c84fd89-3f11-4782-9b50-97c468b19529,Black
0.91,Uber,1.54507E+12,Beacon Hill,Haymarket Square,7.5,1,666fd1c8-09c9-465e-ba5e-5ed6e2e05e29,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
0.91,Uber,1.54501E+12,Beacon Hill,Haymarket Square,11.5,1,9a7a20ea-3c24-483e-b229-fd938e3f8208,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
0.91,Uber,1.54351E+12,Beacon Hill,Haymarket Square,NA,1,a9674ae6-2b55-4cd6-94c4-17c74a4ebfaa,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.58,Uber,1.54326E+12,Beacon Hill,South Station,30.5,1,141cd174-0ea2-4808-9ef2-01dd667141ab,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.58,Uber,1.54495E+12,Beacon Hill,South Station,11.5,1,1a9b53d4-cc4a-4388-889e-08edddd792d0,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.58,Uber,1.54505E+12,Beacon Hill,South Station,15,1,2326635f-537f-4158-8217-54cc469b45d0,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.58,Uber,1.54357E+12,Beacon Hill,South Station,19.5,1,24d08a22-0dda-435a-b855-0cb87c3b54a8,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.58,Uber,1.54489E+12,Beacon Hill,South Station,11.5,1,977e271b-9824-4ac1-ad0d-4de1b8d9e512,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.58,Uber,1.54488E+12,Beacon Hill,South Station,NA,1,c0022661-1fda-4a2c-914e-8a3c5c76e4d9,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.58,Uber,1.54343E+12,Beacon Hill,South Station,8.5,1,f9834882-b7fc-412b-b2a9-5b561e9d59ca,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.23,Lyft,1.54484E+12,North Station,Fenway,11,1,4889131a-3f0f-4e7b-99d9-8871bcce05d7,lyft,Lyft
3.23,Lyft,1.54335E+12,North Station,Fenway,22.5,1,794442b7-2f10-4215-8044-eee28531d6eb,lyft_premier,Lux
3.23,Lyft,1.54467E+12,North Station,Fenway,38,1,a95c6e17-7319-4728-be2b-3e05e812dd87,lyft_luxsuv,Lux Black XL
3.23,Lyft,1.54385E+12,North Station,Fenway,30,1,b1a6271d-1680-4b68-b281-36738d80de25,lyft_lux,Lux Black
3.23,Lyft,1.54486E+12,North Station,Fenway,7,1,d8e988ed-ffc1-45f0-ad64-9cc1af8a2727,lyft_line,Shared
3.23,Lyft,1.5449E+12,North Station,Fenway,19.5,1,f1f1447a-5985-4705-a798-e0715ee638e2,lyft_plus,Lyft XL
3.02,Lyft,1.54506E+12,Fenway,West End,26,1,5339cfeb-c784-4f6c-9512-473c745c8156,lyft_lux,Lux Black
3.02,Lyft,1.54474E+12,Fenway,West End,34,1,585816f1-e3c7-4826-a5c7-972cb6412581,lyft_luxsuv,Lux Black XL
3.02,Lyft,1.54357E+12,Fenway,West End,7,1,6260c0ea-bcb2-4725-b6ac-5cbe21968444,lyft_line,Shared
3.02,Lyft,1.54372E+12,Fenway,West End,19.5,1,8abba324-81c6-47ea-809d-b693509b7931,lyft_premier,Lux
3.02,Lyft,1.54361E+12,Fenway,West End,9,1,93f6a864-dda3-4869-9a1c-d8586702d3c2,lyft,Lyft
3.02,Lyft,1.54361E+12,Fenway,West End,16.5,1,eaf8f1ab-249a-48af-8414-e6da37cc5846,lyft_plus,Lyft XL
0.64,Lyft,1.5433E+12,West End,Haymarket Square,7,1,23107a9b-7586-4648-a0e2-212915e7ac1b,lyft,Lyft
0.64,Lyft,1.54347E+12,West End,Haymarket Square,10.5,1,6675c7c5-28f9-4d06-99f0-666e220730b9,lyft_premier,Lux
0.64,Lyft,1.54327E+12,West End,Haymarket Square,10.5,1,7dbf3118-6d6c-4450-aa1c-1bed2223a9ba,lyft_plus,Lyft XL
0.64,Lyft,1.54354E+12,West End,Haymarket Square,27.5,1,a5f692cb-b333-4e4e-ba5e-905d7fb2816d,lyft_luxsuv,Lux Black XL
0.64,Lyft,1.54345E+12,West End,Haymarket Square,16.5,1,ecaae28d-ca39-4cae-a8da-d8a8bffc328f,lyft_lux,Lux Black
0.64,Lyft,1.54362E+12,West End,Haymarket Square,3,1,f8211235-cc5e-4f25-88fe-2215bca0c88d,lyft_line,Shared
2.38,Uber,1.5451E+12,North Station,South Station,9,1,14b8e82e-468c-4570-88e4-1b7d24c4dd11,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.38,Uber,1.54502E+12,North Station,South Station,16,1,17b7c998-8667-4e67-94e6-d8b0be12d469,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.38,Uber,1.54363E+12,North Station,South Station,23,1,1cbc47a4-6ec2-4623-85ef-163eb6b90646,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.38,Uber,1.54351E+12,North Station,South Station,31,1,5cad66fb-5a9a-41c3-b780-64a6903a778a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.38,Uber,1.54498E+12,North Station,South Station,9.5,1,9bd3f03d-471a-436c-9f71-1b5802974e45,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.38,Uber,1.54336E+12,North Station,South Station,NA,1,d7f8b12e-32c6-4593-a86f-2e898adb3317,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.38,Uber,1.54346E+12,North Station,South Station,9.5,1,e8550868-1e7a-42bd-9f5c-4217f8c853cf,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.8,Uber,1.54371E+12,Financial District,Haymarket Square,7.5,1,40556294-a91e-4f2a-8291-1555214525c8,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
0.8,Uber,1.54333E+12,Financial District,Haymarket Square,26,1,57b72ca0-b057-4b53-a033-2a5d3595d755,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
0.8,Uber,1.54353E+12,Financial District,Haymarket Square,16,1,a28cd0a7-5a07-4536-9740-bfb463789e1a,6c84fd89-3f11-4782-9b50-97c468b19529,Black
0.8,Uber,1.5437E+12,Financial District,Haymarket Square,NA,1,b3e0e68f-8da3-484d-8ebd-c7c546a2357e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
0.8,Uber,1.54492E+12,Financial District,Haymarket Square,7,1,be9b3645-f11a-4055-9675-cdab29777045,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
0.8,Uber,1.54477E+12,Financial District,Haymarket Square,7,1,d795092d-4619-4484-978b-71c0a5092796,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.8,Uber,1.54349E+12,Financial District,Haymarket Square,11.5,1,da02413b-3bfe-4b0e-89b3-13b78b3d3391,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.07,Lyft,1.54325E+12,North End,Beacon Hill,7,1,0f5d4349-c469-49ca-9da2-23a6ddb764f9,lyft_line,Shared
2.07,Lyft,1.54371E+12,North End,Beacon Hill,32.5,1,148caffc-5087-4600-948b-c4d8545d98b8,lyft_luxsuv,Lux Black XL
2.61,Lyft,1.54359E+12,South Station,Back Bay,27.5,1,2cccac4a-57dc-4dbe-b531-bb529335e898,lyft_lux,Lux Black
2.61,Lyft,1.54359E+12,South Station,Back Bay,7,1,38504f2f-300c-4e1b-bff4-4b44c3b4b842,lyft_line,Shared
2.61,Lyft,1.54347E+12,South Station,Back Bay,10.5,1,3ec303ac-a8b2-4fb8-add2-c83b61c627b5,lyft,Lyft
2.07,Lyft,1.54341E+12,North End,Beacon Hill,16.5,1,7b0c4e8d-21fc-4350-9972-f8dace1177ad,lyft_premier,Lux
2.07,Lyft,1.54488E+12,North End,Beacon Hill,10.5,1,9df49a6e-662d-4ac9-b003-34e3f146a209,lyft,Lyft
2.07,Lyft,1.54355E+12,North End,Beacon Hill,22.5,1,b7d55026-7809-4b7a-b275-27648f79cb8a,lyft_lux,Lux Black
2.61,Lyft,1.54328E+12,South Station,Back Bay,16.5,1,bbc3cb67-3ba6-4158-9ef6-da087068f5aa,lyft_plus,Lyft XL
2.07,Lyft,1.54489E+12,North End,Beacon Hill,13.5,1,bfa88314-d95d-4490-b508-a7e4b7f21432,lyft_plus,Lyft XL
2.61,Lyft,1.54328E+12,South Station,Back Bay,32.5,1,e1f1d1e3-f66a-4c12-94a6-62f59aff739b,lyft_luxsuv,Lux Black XL
2.61,Lyft,1.54481E+12,South Station,Back Bay,22.5,1,ed7e441e-8318-4c89-9499-8d4737bad7b5,lyft_premier,Lux
3.45,Uber,1.54377E+12,South Station,Back Bay,NA,1,09ede7b3-2e9b-43b4-8837-a58efb2e4d7a,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.45,Uber,1.54362E+12,South Station,Back Bay,10.5,1,3c9ac81a-90ee-4841-a0b6-f35cef745853,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.45,Uber,1.54512E+12,South Station,Back Bay,34,1,5c87fed4-20b6-4929-95c8-dc8493c85fc3,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.45,Uber,1.54382E+12,South Station,Back Bay,23,1,94148b27-257b-41ed-9e5b-fec2f4bc50ed,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.45,Uber,1.54388E+12,South Station,Back Bay,10.5,1,9b220d1d-6918-4779-858f-d4d33072d6e6,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.45,Uber,1.54498E+12,South Station,Back Bay,16,1,ac4b2cd3-47c8-4f8a-a999-beed46842910,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.45,Uber,1.54346E+12,South Station,Back Bay,10,1,ade95a8a-7d3a-4b87-a521-1304f726b907,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.35,Uber,1.54494E+12,North End,Beacon Hill,NA,1,0aff88b5-eace-4d68-927f-8957636e1549,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.35,Uber,1.54501E+12,North End,Beacon Hill,27.5,1,763b7bf4-82d4-4173-bb21-df5f798be3de,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.35,Uber,1.54494E+12,North End,Beacon Hill,9,1,8c3304ae-16ce-495f-8686-7d22e904ade7,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.35,Uber,1.54478E+12,North End,Beacon Hill,16,1,94339c6f-0315-41a9-ac54-d658b8528f51,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.35,Uber,1.54372E+12,North End,Beacon Hill,9,1,956d6de9-9fa4-4855-a40d-6cf8fbe82f72,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.35,Uber,1.54498E+12,North End,Beacon Hill,9,1,95f9d94d-c20c-4efd-aeb8-bd431f278728,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.35,Uber,1.54478E+12,North End,Beacon Hill,14,1,b7ba0aaf-6c4a-4aa7-9e2b-2d01fca3fa9c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.16,Uber,1.54388E+12,Theatre District,Haymarket Square,7,1,2bec0e8e-8bc4-457f-bd89-f6359eda63af,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.16,Uber,1.54388E+12,Theatre District,Haymarket Square,12.5,1,5eada701-449e-46df-98f9-d1f1d2f99473,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.16,Uber,1.54348E+12,Theatre District,Haymarket Square,26,1,7266defd-e318-4cf4-9578-6073a45517fc,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.16,Uber,1.54508E+12,Theatre District,Haymarket Square,7.5,1,7480e37f-8226-4f52-b3c5-27715ece9897,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.16,Uber,1.54508E+12,Theatre District,Haymarket Square,NA,1,902d1402-6fa6-40ff-a191-709fefad22f9,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.16,Uber,1.54336E+12,Theatre District,Haymarket Square,17,1,b5b889f1-3e4a-4eff-afa3-62aa3ffe5160,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.16,Uber,1.54376E+12,Theatre District,Haymarket Square,7.5,1,c6ca71db-d49a-48de-b64b-92af994bcd9d,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.8,Uber,1.54514E+12,Boston University,West End,11,1,28aab9c5-d14e-47a9-b3ed-4ebdf31623e5,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.8,Uber,1.54337E+12,Boston University,West End,34,1,6f289572-53c0-457f-9112-b88a47e11660,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.8,Uber,1.54381E+12,Boston University,West End,11,1,7ce4e4bd-0983-4b67-976f-ec6eaf580ac3,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.8,Uber,1.54344E+12,Boston University,West End,NA,1,7e1c1f6c-62b6-4102-853e-cb7c359d93ff,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.8,Uber,1.54366E+12,Boston University,West End,17,1,8cad2132-8b60-4799-82f9-daee668f2d8e,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.8,Uber,1.54506E+12,Boston University,West End,25,1,96498f61-7aa2-4dc2-8d7f-502960e26de4,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.8,Uber,1.54349E+12,Boston University,West End,11,1,ab9af003-b3c4-48f7-a181-07bd678ab07e,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.03,Lyft,1.54483E+12,North End,Financial District,3.5,1,3c80d873-74aa-4895-bbe5-a236717188cb,lyft_line,Shared
1.03,Lyft,1.54365E+12,North End,Financial District,11,1,48f97648-ebf4-410e-89bc-91b6dca320d3,lyft_premier,Lux
1.03,Lyft,1.54488E+12,North End,Financial District,11,1,ace95720-402f-4946-a2e3-a9a4e2755563,lyft_plus,Lyft XL
1.03,Lyft,1.54472E+12,North End,Financial District,16.5,1,cc041c6a-c73f-4245-a0e0-651a3565b6fc,lyft_lux,Lux Black
1.03,Lyft,1.54361E+12,North End,Financial District,26,1,ebab326d-500d-4dce-b584-9587a2a25024,lyft_luxsuv,Lux Black XL
1.03,Lyft,1.54479E+12,North End,Financial District,7,1,fcab11f1-2b54-485a-9213-07ce6ed31258,lyft,Lyft
3.35,Lyft,1.54481E+12,Northeastern University,North Station,34,1,18e08a21-aaa0-43b7-a2c8-a7af8d7d1c4d,lyft_luxsuv,Lux Black XL
3.35,Lyft,1.54379E+12,Northeastern University,North Station,16.5,1,49d2a25e-6407-49c9-b359-bd441c0d061f,lyft_plus,Lyft XL
3.35,Lyft,1.54364E+12,Northeastern University,North Station,5,1,4d2bfe23-a3d0-43b1-9a45-ce88501ad034,lyft_line,Shared
3.35,Lyft,1.54357E+12,Northeastern University,North Station,26,1,660d6f7a-ecf7-4e84-9c94-043a77b030ba,lyft_lux,Lux Black
3.35,Lyft,1.54382E+12,Northeastern University,North Station,11,1,80415e34-dfd6-4857-a7b8-b22a2c85e961,lyft,Lyft
3.35,Lyft,1.54485E+12,Northeastern University,North Station,19.5,1,8820890e-60c7-4094-9b66-268eb751ffa7,lyft_premier,Lux
1.03,Uber,1.54368E+12,North Station,North End,16.5,1,2e2adf28-6a19-4522-b3b6-6c22446806e5,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.03,Uber,1.54356E+12,North Station,North End,13,1,5d5c3585-d320-45e3-9914-0f4febd1da13,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.03,Uber,1.54495E+12,North Station,North End,8.5,1,669840ff-bf93-4088-9d22-030cec32653a,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.03,Uber,1.54383E+12,North Station,North End,8.5,1,958b9ece-4b70-4602-8c83-575ffcf4ed79,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.03,Uber,1.54357E+12,North Station,North End,26.5,1,a00a690e-d1d3-4517-93bc-d1ca4f1ac975,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.03,Uber,1.54345E+12,North Station,North End,6.5,1,ec8fe270-cabc-4184-b93a-d5979ccb4638,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.03,Uber,1.54343E+12,North Station,North End,NA,1,fced5f94-d595-4625-8b27-0f47fbe475bd,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.93,Lyft,1.54506E+12,Theatre District,Boston University,7,1,59d22959-9072-4575-8d66-5aa9025065cf,lyft_line,Shared
2.93,Lyft,1.54323E+12,Theatre District,Boston University,13.5,1.25,7db6487f-0c99-4bb9-b8ab-5424cfcaafce,lyft,Lyft
2.93,Lyft,1.54494E+12,Theatre District,Boston University,22.5,1.25,9c311b5b-6168-4e79-8658-4adae5521f25,lyft_plus,Lyft XL
2.93,Lyft,1.54332E+12,Theatre District,Boston University,26,1.25,dd87cb5d-edcb-4550-9449-104b7d263db3,lyft_premier,Lux
2.93,Lyft,1.54343E+12,Theatre District,Boston University,30,1.25,f565464f-3ca5-4765-b5a8-505fc327eca3,lyft_lux,Lux Black
2.93,Lyft,1.54363E+12,Theatre District,Boston University,42.5,1.25,fa6e092f-5562-49ef-916c-92d8148111ee,lyft_luxsuv,Lux Black XL
1.07,Uber,1.54472E+12,Financial District,North End,7.5,1,02d73329-9bea-4ca2-8ff9-6c55ccad3b82,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.07,Uber,1.54378E+12,Financial District,North End,27.5,1,25176ef3-4647-436b-9dd5-45fc7b8019e9,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.07,Uber,1.54472E+12,Financial District,North End,10.5,1,29985b85-7874-4feb-9b44-e3acac533b1b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.07,Uber,1.5433E+12,Financial District,North End,NA,1,6c15d9ff-ffd1-42fc-8428-b7291351e058,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.07,Uber,1.54332E+12,Financial District,North End,15,1,82e0e111-c1da-45dd-957d-adb418565341,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.07,Uber,1.54515E+12,Financial District,North End,7.5,1,a90b133c-38e8-43ff-a81a-1706a96e9531,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.07,Uber,1.54385E+12,Financial District,North End,7.5,1,dc435ed9-3de3-4484-821e-465e28586b4d,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.17,Lyft,1.54352E+12,Fenway,North Station,11,1,609099a7-3dcb-4507-a50a-f0bcb930a461,lyft,Lyft
3.17,Lyft,1.5447E+12,Fenway,North Station,7,1,6dad0ba2-f2af-40e0-8b12-ba1d80b82c54,lyft_line,Shared
3.17,Lyft,1.54334E+12,Fenway,North Station,34,1,b9d19655-2137-4a95-8af2-ba992aab4818,lyft_luxsuv,Lux Black XL
3.17,Lyft,1.54346E+12,Fenway,North Station,19.5,1,c3258ab6-e1a0-4ecf-ac55-97818e1f7632,lyft_premier,Lux
3.17,Lyft,1.54331E+12,Fenway,North Station,16.5,1,d422d1fd-e231-45f2-a7b7-4a3829df59be,lyft_plus,Lyft XL
3.17,Lyft,1.54325E+12,Fenway,North Station,26,1,db60395d-cb0e-4bbd-bf9e-8c85b0890a35,lyft_lux,Lux Black
1.57,Uber,1.54495E+12,North End,Theatre District,15,1,4c75bf77-692f-48be-9d70-0e7404190bc3,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.57,Uber,1.5433E+12,North End,Theatre District,9.5,1,4d17205e-4547-43b6-a6fe-1af3a9019306,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.57,Uber,1.54471E+12,North End,Theatre District,9,1,56221897-27a1-45c2-abf8-7edfed355ebb,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.57,Uber,1.54328E+12,North End,Theatre District,28.5,1,848baff6-dfd1-4d3f-a9e1-c2e56b2e5307,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.57,Uber,1.54342E+12,North End,Theatre District,20.5,1,a0aa6ec3-df34-4f93-96c5-f5fe921c1050,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.57,Uber,1.54468E+12,North End,Theatre District,NA,1,c4d81c23-0817-46d8-81d6-5d3651719f82,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.57,Uber,1.54503E+12,North End,Theatre District,9.5,1,ed302e9f-d021-488e-9f3c-b6810fd78424,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.17,Lyft,1.54387E+12,Fenway,North Station,27.5,1,37e88898-2560-44a1-81b4-3a9e27096a73,lyft_lux,Lux Black
3.17,Lyft,1.5434E+12,Fenway,North Station,19.5,1,47c3c274-8db2-48ad-833e-d2f7d6a09920,lyft_premier,Lux
3.17,Lyft,1.54497E+12,Fenway,North Station,10.5,1,66068f79-2b37-49d0-8a03-fc3ffead641c,lyft,Lyft
3.17,Lyft,1.54388E+12,Fenway,North Station,32.5,1,82840af7-8739-4767-9ae6-20d94c2a35bd,lyft_luxsuv,Lux Black XL
3.17,Lyft,1.54493E+12,Fenway,North Station,16.5,1,afb092ed-8364-45e8-a72c-919a6aab798b,lyft_plus,Lyft XL
3.17,Lyft,1.5451E+12,Fenway,North Station,7,1,fcdef4ee-5b36-4496-b1d1-b55b6c93d493,lyft_line,Shared
1.2,Lyft,1.54328E+12,North End,North Station,27.5,1,24d8b559-152e-4a7e-8904-b450514732ec,lyft_luxsuv,Lux Black XL
1.2,Lyft,1.54366E+12,North End,North Station,16.5,1,5526b47c-ed41-4c10-afbf-c3759adf9f40,lyft_lux,Lux Black
1.2,Lyft,1.5434E+12,North End,North Station,10.5,1,959242f9-acf3-418c-9110-4edba70ff4b9,lyft_plus,Lyft XL
1.2,Lyft,1.54327E+12,North End,North Station,7,1,ef2993ff-1f6c-4387-94ef-a6d0f2903beb,lyft,Lyft
1.2,Lyft,1.54328E+12,North End,North Station,13.5,1,f3a4b4f4-05cd-49da-8550-09c28b2e1c5c,lyft_premier,Lux
1.2,Lyft,1.54474E+12,North End,North Station,3,1,f431d2df-e0e3-49ee-8115-f2607b0668d8,lyft_line,Shared
3.14,Lyft,1.54492E+12,Boston University,North Station,7,1,22010479-94e8-4570-96be-3ec004d24cb5,lyft_line,Shared
3.14,Lyft,1.5434E+12,Boston University,North Station,10.5,1,23b35a5c-2c7b-497e-b5b4-8ac7837dc1eb,lyft,Lyft
3.14,Lyft,1.54331E+12,Boston University,North Station,19.5,1,52256e9c-45ee-49ea-b0c9-341a042668eb,lyft_plus,Lyft XL
3.14,Lyft,1.54341E+12,Boston University,North Station,27.5,1,afdee121-c2e3-4297-8750-8d42e42e5453,lyft_lux,Lux Black
3.14,Lyft,1.54352E+12,Boston University,North Station,38.5,1,cf1b468d-d1a3-4384-86d5-049c09277441,lyft_luxsuv,Lux Black XL
3.14,Lyft,1.54368E+12,Boston University,North Station,22.5,1,dafbeab3-620f-4d4b-8d63-fa5e0aea4d15,lyft_premier,Lux
1.08,Uber,1.54332E+12,Northeastern University,Back Bay,15,1,2216ff7a-d45c-4f5e-8f33-911d325359b9,6c84fd89-3f11-4782-9b50-97c468b19529,Black
